tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-322,Geneva,Clay,28,A,20160515,MS001,104527,1,,Stan Wawrinka,R,183,SUI,31,4,6380,105227,3 WC,,Marin Cilic,R,198,CRO,27,11,2725,64 76(11),3,F,118,5,2,79,47,34,19,11,2,7,4,2,90,46,36,18,11,5,3
2016-322,Geneva,Clay,28,A,20160515,MS002,104527,1,,Stan Wawrinka,R,183,SUI,31,4,6380,104586,,,Lukas Rosol,R,196,CZE,30,71,747,62 46 63,3,SF,83,5,1,71,42,35,19,14,0,5,5,0,72,50,36,12,13,2,1
2016-322,Geneva,Clay,28,A,20160515,MS003,105227,3 WC,,Marin Cilic,R,198,CRO,27,11,2725,103970,2 WC,,David Ferrer,R,175,ESP,34,9,2920,75 75,3,SF,119,4,2,74,43,32,13,12,3,11,3,6,96,64,38,13,12,6,6
2016-322,Geneva,Clay,28,A,20160515,MS004,104527,1,,Stan Wawrinka,R,183,SUI,31,4,6380,105807,,,Pablo Carreno Busta,R,188,ESP,24,43,995,63 61,3,QF,52,2,0,39,22,19,13,8,0,6,1,1,46,35,22,1,8,2,0
2016-322,Geneva,Clay,28,A,20160515,MS005,104586,,,Lukas Rosol,R,196,CZE,30,71,747,105723,,,Andrey Kuznetsov,R,185,RUS,25,39,1050,26 61 60,3,QF,90,8,1,76,41,27,20,11,7,10,1,2,71,37,22,14,10,5,9
2016-322,Geneva,Clay,28,A,20160515,MS006,105227,3 WC,,Marin Cilic,R,198,CRO,27,11,2725,105643,6,,Federico Delbonis,L,191,ARG,25,33,1210,64 63,3,QF,76,6,2,56,37,28,9,10,0,7,5,1,55,32,17,13,9,3,2
2016-322,Geneva,Clay,28,A,20160515,MS007,103970,2 WC,,David Ferrer,R,175,ESP,34,9,2920,104198,,,Guillermo Garcia-Lopez,R,185,ESP,32,51,910,62 62,3,QF,75,2,1,51,31,21,13,8,6,8,0,1,48,22,16,7,8,3,7
2016-322,Geneva,Clay,28,A,20160515,MS008,104527,1,,Stan Wawrinka,R,183,SUI,31,4,6380,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,57,853,61 61,3,R16,53,5,1,45,30,24,9,7,1,6,0,5,37,20,9,4,7,1,1
2016-322,Geneva,Clay,28,A,20160515,MS009,105807,,,Pablo Carreno Busta,R,188,ESP,24,43,995,105438,,,Inigo Cervantes,R,183,ESP,26,65,765,62 64,3,R16,76,3,2,50,28,23,12,9,0,11,4,2,61,30,17,15,9,7,1
2016-322,Geneva,Clay,28,A,20160515,MS010,104586,,,Lukas Rosol,R,196,CZE,30,71,747,104545,4,,John Isner,R,208,USA,31,16,2100,57 76(5) 76(5),3,R16,142,6,3,109,67,53,29,18,2,0,29,3,113,78,66,17,18,0,3
2016-322,Geneva,Clay,28,A,20160515,MS011,105723,,,Andrey Kuznetsov,R,185,RUS,25,39,1050,105449,7,,Steve Johnson,R,188,USA,26,34,1190,75 64,3,R16,80,5,3,69,40,29,18,11,2,4,10,0,65,37,28,11,11,1,3
2016-322,Geneva,Clay,28,A,20160515,MS012,105643,6,,Federico Delbonis,L,191,ARG,25,33,1210,105064,,,Thomaz Bellucci,L,188,BRA,28,37,1080,63 60,3,R16,63,2,3,44,30,23,7,8,1,6,1,5,43,27,15,3,7,1,2
2016-322,Geneva,Clay,28,A,20160515,MS013,105227,3 WC,,Marin Cilic,R,198,CRO,27,11,2725,105208,,,Ernests Gulbis,R,191,LAT,27,84,666,64 76(5),3,R16,107,7,5,76,42,31,16,11,2,8,9,3,73,35,26,17,11,4,5
2016-322,Geneva,Clay,28,A,20160515,MS014,104198,,,Guillermo Garcia-Lopez,R,185,ESP,32,51,910,104330,,,Rajeev Ram,R,193,USA,32,77,716,64 76(4),3,R16,75,3,2,61,40,30,14,11,3,7,3,1,65,38,24,17,11,4,5
2016-322,Geneva,Clay,28,A,20160515,MS015,103970,2 WC,,David Ferrer,R,175,ESP,34,9,2920,104797,,,Denis Istomin,R,188,UZB,29,64,771,36 23 (RET),3,R16,65,4,1,39,28,23,6,7,0,7,3,0,51,33,22,8,7,5,0
2016-322,Geneva,Clay,28,A,20160515,MS017,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,57,853,104559,,,Teymuraz Gabashvili,R,188,RUS,30,60,786,64 26 63,3,R32,141,2,3,97,64,44,13,14,6,13,7,6,100,43,25,30,13,8,11
2016-322,Geneva,Clay,28,A,20160515,MS018,105807,,,Pablo Carreno Busta,R,188,ESP,24,43,995,106426,,,Christian Garin,R,185,CHI,,,,62 75,3,R32,75,1,3,70,39,27,14,10,4,6,1,4,49,26,13,9,10,0,7
2016-322,Geneva,Clay,28,A,20160515,MS019,105438,,,Inigo Cervantes,R,183,ESP,26,65,765,104676,,,Andreas Beck,L,191,GER,,,,61 63,3,R32,71,11,4,58,32,27,11,8,1,9,0,3,53,33,17,6,8,4,2
2016-322,Geneva,Clay,28,A,20160515,MS021,104586,,,Lukas Rosol,R,196,CZE,30,71,747,105751,,,Roberto Ortega-Olmedo,L,,ESP,,,,63 64,3,R32,59,8,1,51,32,28,15,10,2,9,3,2,60,31,21,17,9,7,2
2016-322,Geneva,Clay,28,A,20160515,MS022,105723,,,Andrey Kuznetsov,R,185,RUS,25,39,1050,104534,,,Dudi Sela,R,175,ISR,31,63,781,63 61,3,R32,56,2,3,51,27,21,15,8,1,6,1,2,47,28,15,9,8,2,1
2016-322,Geneva,Clay,28,A,20160515,MS023,105449,7,,Steve Johnson,R,188,USA,26,34,1190,104022,,,Mikhail Youzhny,R,183,RUS,33,76,718,63 75,3,R32,78,4,1,56,37,32,13,11,0,5,4,0,56,34,24,13,10,3,0
2016-322,Geneva,Clay,28,A,20160515,MS024,105643,6,,Federico Delbonis,L,191,ARG,25,33,1210,104386,,,Janko Tipsarevic,R,175,SRB,,,,61 76(6),3,R32,104,3,0,66,37,28,17,10,6,7,4,6,80,40,25,17,9,3,8
2016-322,Geneva,Clay,28,A,20160515,MS025,105064,,,Thomaz Bellucci,L,188,BRA,28,37,1080,105062,,,Mikhail Kukushkin,R,183,KAZ,28,87,639,62 61,3,R32,68,3,1,52,30,21,16,8,3,7,1,1,47,29,14,9,7,3,3
2016-322,Geneva,Clay,28,A,20160515,MS026,105208,,,Ernests Gulbis,R,191,LAT,27,84,666,105575,,,Ricardas Berankis,R,175,LTU,25,54,885,75 75,3,R32,85,5,2,70,47,37,14,12,4,6,1,0,70,52,33,12,12,3,5
2016-322,Geneva,Clay,28,A,20160515,MS028,104198,,,Guillermo Garcia-Lopez,R,185,ESP,32,51,910,105023,8,,Sam Querrey,R,198,USA,28,36,1135,76(5) 64,3,R32,89,5,4,70,38,28,19,11,1,12,13,3,81,45,30,18,11,9,3
2016-322,Geneva,Clay,28,A,20160515,MS029,104330,,,Rajeev Ram,R,193,USA,32,77,716,105539,,,Evgeny Donskoy,R,185,RUS,26,79,713,76(5) 46 63,3,R32,127,10,2,96,58,45,23,16,2,6,4,6,103,58,39,28,15,4,4
2016-322,Geneva,Clay,28,A,20160515,MS030,104797,,,Denis Istomin,R,188,UZB,29,64,771,104252,,,Florian Mayer,R,191,GER,,,,62 63,3,R32,58,2,2,52,33,26,13,9,1,6,1,0,44,33,19,6,8,3,1
2016-520,Roland Garros,Clay,128,G,20160522,MS001,104925,1,,Novak Djokovic,R,188,SRB,28,1,16150,104918,2,,Andy Murray,R,191,GBR,29,2,8435,36 61 62 64,5,F,183,4,3,110,76,49,20,17,7,14,5,3,109,55,34,22,17,7,10
2016-520,Roland Garros,Clay,128,G,20160522,MS002,104925,1,,Novak Djokovic,R,188,SRB,28,1,16150,106233,13,,Dominic Thiem,R,185,AUT,22,15,2430,62 61 64,5,SF,108,2,1,73,50,36,16,13,3,13,2,3,83,50,27,15,12,7,4
2016-520,Roland Garros,Clay,128,G,20160522,MS003,104918,2,,Andy Murray,R,191,GBR,29,2,8435,104527,3,,Stan Wawrinka,R,183,SUI,31,4,6110,64 62 46 62,5,SF,155,3,2,109,73,58,22,18,4,15,1,2,106,63,43,22,18,10,5
2016-520,Roland Garros,Clay,128,G,20160522,MS004,104925,1,,Novak Djokovic,R,188,SRB,28,1,16150,104607,7,,Tomas Berdych,R,196,CZE,30,8,2850,63 75 63,5,QF,126,0,1,81,49,35,21,15,4,8,4,3,81,46,31,13,15,2,6
2016-520,Roland Garros,Clay,128,G,20160522,MS005,106233,13,,Dominic Thiem,R,185,AUT,22,15,2430,105676,12,,David Goffin,R,180,BEL,25,13,2570,46 76(7) 64 61,5,QF,171,2,3,142,91,60,25,20,7,17,3,9,135,74,50,23,19,9,13
2016-520,Roland Garros,Clay,128,G,20160522,MS006,104527,3,,Stan Wawrinka,R,183,SUI,31,4,6110,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,53,878,62 61 76(7),5,QF,116,8,3,89,46,36,29,14,3,11,2,0,92,57,34,17,13,6,4
2016-520,Roland Garros,Clay,128,G,20160522,MS007,104918,2,,Andy Murray,R,191,GBR,29,2,8435,104755,9,,Richard Gasquet,R,185,FRA,29,10,2725,57 76(3) 60 62,5,QF,203,11,4,120,70,52,27,19,5,18,2,4,138,88,47,29,19,11,8
2016-520,Roland Garros,Clay,128,G,20160522,MS008,104925,1,,Novak Djokovic,R,188,SRB,28,1,16150,105138,14,,Roberto Bautista Agut,R,183,ESP,28,16,2015,36 64 61 75,5,R16,192,2,5,116,82,53,17,19,5,22,1,2,142,102,55,17,19,13,11
2016-520,Roland Garros,Clay,128,G,20160522,MS009,104607,7,,Tomas Berdych,R,196,CZE,30,8,2850,103970,11,,David Ferrer,R,175,ESP,34,12,2650,63 75 63,5,R16,132,5,1,102,62,46,23,15,9,11,4,3,87,53,38,17,15,7,9
2016-520,Roland Garros,Clay,128,G,20160522,MS010,106233,13,,Dominic Thiem,R,185,AUT,22,15,2430,104719,,,Marcel Granollers,R,191,ESP,30,58,842,62 67(2) 61 64,5,R16,171,3,3,120,71,54,30,19,6,16,2,3,125,78,53,21,18,10,7
2016-520,Roland Garros,Clay,128,G,20160522,MS011,105676,12,,David Goffin,R,180,BEL,25,13,2570,105208,,,Ernests Gulbis,R,191,LAT,27,76,726,46 62 62 63,5,R16,155,7,3,96,57,42,28,17,3,24,7,9,132,62,40,32,18,17,5
2016-520,Roland Garros,Clay,128,G,20160522,MS012,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,53,878,105683,8,,Milos Raonic,R,196,CAN,25,9,2785,62 64 64,5,R16,140,2,2,98,67,49,15,14,6,14,7,4,96,62,39,16,14,9,7
2016-520,Roland Garros,Clay,128,G,20160522,MS013,104527,3,,Stan Wawrinka,R,183,SUI,31,4,6110,104678,22,,Viktor Troicki,R,193,SRB,30,24,1535,76(5) 67(7) 63 62,5,R16,176,19,4,140,84,60,34,21,3,10,9,3,135,85,61,18,20,5,5
2016-520,Roland Garros,Clay,128,G,20160522,MS014,104755,9,,Richard Gasquet,R,185,FRA,29,10,2725,105453,5,,Kei Nishikori,R,178,JPN,26,6,4470,64 62 46 62,5,R16,154,6,2,97,59,43,25,18,3,13,3,4,109,77,48,16,18,6,6
2016-520,Roland Garros,Clay,128,G,20160522,MS015,104918,2,,Andy Murray,R,191,GBR,29,2,8435,104545,15,,John Isner,R,208,USA,31,17,2010,76(9) 64 63,5,R16,160,9,6,108,65,54,26,16,5,10,18,4,126,87,64,15,15,8,5
2016-520,Roland Garros,Clay,128,G,20160522,MS016,104925,1,,Novak Djokovic,R,188,SRB,28,1,16150,105379,,,Aljaz Bedene,R,183,GBR,26,66,765,62 63 63,5,R32,122,5,0,93,71,48,12,13,5,17,8,2,92,53,34,11,13,10,7
2016-520,Roland Garros,Clay,128,G,20160522,MS017,105138,14,,Roberto Bautista Agut,R,183,ESP,28,16,2015,106432,,,Borna Coric,R,185,CRO,19,44,980,62 63 63,5,R32,119,3,1,76,54,44,10,13,1,12,6,3,82,50,26,16,13,6,2
2016-520,Roland Garros,Clay,128,G,20160522,MS018,103970,11,,David Ferrer,R,175,ESP,34,12,2650,103852,21,,Feliciano Lopez,L,188,ESP,34,23,1550,64 76(6) 61,5,R32,143,4,5,90,57,44,15,14,1,13,6,1,116,74,45,19,15,7,3
2016-520,Roland Garros,Clay,128,G,20160522,MS019,104607,7,,Tomas Berdych,R,196,CZE,30,8,2850,104655,25,,Pablo Cuevas,R,180,URU,30,27,1450,46 63 62 75,5,R32,165,10,5,130,74,61,30,20,8,10,5,0,112,63,41,30,19,6,9
2016-520,Roland Garros,Clay,128,G,20160522,MS021,106233,13,,Dominic Thiem,R,185,AUT,22,15,2430,100644,,,Alexander Zverev,R,198,GER,19,48,930,67(4) 63 63 63,5,R32,170,6,2,132,78,56,34,20,7,15,6,5,121,72,49,22,19,10,8
2016-520,Roland Garros,Clay,128,G,20160522,MS022,105676,12,,David Goffin,R,180,BEL,25,13,2570,104597,,,Nicolas Almagro,R,183,ESP,30,49,899,62 46 63 46 62,5,R32,174,10,4,135,79,58,32,23,9,14,17,9,125,63,46,30,22,7,13
2016-520,Roland Garros,Clay,128,G,20160522,MS023,105208,,,Ernests Gulbis,R,191,LAT,27,76,726,104542,6,,Jo-Wilfried Tsonga,R,188,FRA,31,7,3355,25 (RET),5,R32,40,0,0,38,29,21,2,4,5,4,3,2,20,14,8,2,3,3,5
2016-520,Roland Garros,Clay,128,G,20160522,MS024,105683,8,,Milos Raonic,R,196,CAN,25,9,2785,105413,,,Andrej Martin,R,180,SVK,,,,76(4) 62 63,5,R32,161,7,3,100,59,41,20,14,5,19,0,6,114,79,38,17,15,12,8
2016-520,Roland Garros,Clay,128,G,20160522,MS025,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,53,878,106058,23,,Jack Sock,R,191,USA,23,25,1505,67(2) 64 64 46 64,5,R32,251,8,7,172,116,83,27,26,16,16,10,2,181,118,78,31,26,9,21
2016-520,Roland Garros,Clay,128,G,20160522,MS026,104678,22,,Viktor Troicki,R,193,SRB,30,24,1535,104468,16,,Gilles Simon,R,183,FRA,31,18,1945,64 62 62,5,R32,131,4,3,87,49,39,17,13,5,14,0,3,96,69,34,16,13,8,6
2016-520,Roland Garros,Clay,128,G,20160522,MS027,104527,3,,Stan Wawrinka,R,183,SUI,31,4,6110,104871,30,,Jeremy Chardy,R,188,FRA,29,32,1265,64 63 75,5,R32,119,4,2,80,48,36,24,16,2,9,6,2,101,65,45,12,15,4,4
2016-520,Roland Garros,Clay,128,G,20160522,MS028,105453,5,,Kei Nishikori,R,178,JPN,26,6,4470,104269,,,Fernando Verdasco,L,185,ESP,32,56,855,63 64 36 26 64,5,R32,201,4,7,151,96,61,24,23,11,18,7,7,154,105,69,19,23,10,19
2016-520,Roland Garros,Clay,128,G,20160522,MS029,104755,9,,Richard Gasquet,R,185,FRA,29,10,2725,106401,17,,Nick Kyrgios,R,193,AUS,21,19,1875,62 76(7) 62,5,R32,130,8,2,100,61,46,22,14,3,12,8,0,99,71,46,14,14,7,4
2016-520,Roland Garros,Clay,128,G,20160522,MS030,104545,15,,John Isner,R,208,USA,31,17,2010,104559,,,Teymuraz Gabashvili,R,188,RUS,30,80,706,76(7) 46 26 64 62,5,R32,187,34,4,150,103,77,23,24,6,9,4,4,138,100,75,19,24,5,10
2016-520,Roland Garros,Clay,128,G,20160522,MS031,104918,2,,Andy Murray,R,191,GBR,29,2,8435,103333,27,,Ivo Karlovic,R,211,CRO,37,29,1280,61 64 76(3),5,R32,116,8,2,85,64,56,12,15,0,10,14,5,89,57,44,15,14,7,0
2016-520,Roland Garros,Clay,128,G,20160522,MS032,104925,1,,Novak Djokovic,R,188,SRB,28,1,16150,104327,,,Steve Darcis,R,178,BEL,,,,75 63 64,5,R64,137,4,4,105,70,47,20,16,2,12,3,5,98,54,34,22,15,7,4
2016-520,Roland Garros,Clay,128,G,20160522,MS033,105379,,,Aljaz Bedene,R,183,GBR,26,66,765,105807,,,Pablo Carreno Busta,R,188,ESP,24,43,995,76(4) 63 46 57 62,5,R64,199,23,1,150,80,64,35,25,9,11,10,2,145,87,63,24,26,4,14
2016-520,Roland Garros,Clay,128,G,20160522,MS034,106432,,,Borna Coric,R,185,CRO,19,44,980,106071,20,,Bernard Tomic,R,196,AUS,23,22,1625,36 62 76(4) 76(6),5,R64,167,17,7,127,81,59,29,20,3,13,15,2,146,95,69,26,21,10,5
2016-520,Roland Garros,Clay,128,G,20160522,MS035,105138,14,,Roberto Bautista Agut,R,183,ESP,28,16,2015,103908,,,Paul-Henri Mathieu,R,185,FRA,34,67,761,76(5) 64 61,5,R64,142,6,1,101,64,47,19,14,6,9,2,5,93,51,33,19,15,3,8
2016-520,Roland Garros,Clay,128,G,20160522,MS036,103970,11,,David Ferrer,R,175,ESP,34,12,2650,104338,,,Juan Monaco,R,185,ARG,32,87,665,67(4) 63 64 62,5,R64,193,6,3,137,92,58,18,19,11,21,1,1,146,110,56,16,20,10,17
2016-520,Roland Garros,Clay,128,G,20160522,MS037,103852,21,,Feliciano Lopez,L,188,ESP,34,23,1550,103607,,,Victor Estrella Burgos,R,173,DOM,35,88,655,63 76(8) 63,5,R64,150,15,0,105,69,57,18,16,4,13,4,1,124,84,53,22,14,10,5
2016-520,Roland Garros,Clay,128,G,20160522,MS038,104655,25,,Pablo Cuevas,R,180,URU,30,27,1450,111460,,,Quentin Halys,R,191,FRA,,,,76(4) 63 76(6),5,R64,141,19,5,111,62,53,28,17,2,13,11,9,132,81,57,26,16,11,3
2016-520,Roland Garros,Clay,128,G,20160522,MS039,104607,7,,Tomas Berdych,R,196,CZE,30,8,2850,104291,,,Malek Jaziri,R,185,TUN,32,70,751,61 26 62 64,5,R64,134,11,1,95,51,42,25,17,3,15,1,3,95,51,38,17,16,10,5
2016-520,Roland Garros,Clay,128,G,20160522,MS040,104745,4,,Rafael Nadal,L,185,ESP,29,5,5675,105487,,,Facundo Bagnis,L,183,ARG,26,99,590,63 60 63,5,R64,104,0,2,72,56,39,9,12,7,10,2,3,77,50,23,12,12,2,9
2016-520,Roland Garros,Clay,128,G,20160522,MS041,104719,,,Marcel Granollers,R,191,ESP,30,58,842,103917,,,Nicolas Mahut,R,191,FRA,34,45,976,63 62 10 (RET),5,R64,83,3,0,44,29,19,10,9,0,13,1,3,70,42,18,13,9,7,2
2016-520,Roland Garros,Clay,128,G,20160522,MS042,100644,,,Alexander Zverev,R,198,GER,19,48,930,103565,,,Stephane Robert,R,185,FRA,35,89,628,61 36 61 64,5,R64,130,5,2,99,60,47,18,17,5,12,11,7,100,48,35,20,16,5,8
2016-520,Roland Garros,Clay,128,G,20160522,MS043,106233,13,,Dominic Thiem,R,185,AUT,22,15,2430,104198,,,Guillermo Garcia-Lopez,R,185,ESP,32,55,865,75 64 76(3),5,R64,145,7,7,113,57,40,31,17,6,12,5,4,112,52,37,28,17,7,9
2016-520,Roland Garros,Clay,128,G,20160522,MS044,105676,12,,David Goffin,R,180,BEL,25,13,2570,104122,,,Carlos Berlocq,R,183,ARG,,,,75 61 64,5,R64,122,4,2,80,39,29,25,14,3,15,4,0,93,69,41,10,15,8,5
2016-520,Roland Garros,Clay,128,G,20160522,MS045,104597,,,Nicolas Almagro,R,183,ESP,30,49,899,106210,,,Jiri Vesely,L,198,CZE,22,59,815,64 64 63,5,R64,128,7,2,73,39,29,24,14,2,19,10,8,123,76,43,24,15,13,4
2016-520,Roland Garros,Clay,128,G,20160522,MS046,105208,,,Ernests Gulbis,R,191,LAT,27,76,726,105311,26,,Joao Sousa,R,185,POR,27,28,1335,62 75 63,5,R64,110,16,2,68,41,35,19,14,2,13,3,1,97,60,40,14,15,7,3
2016-520,Roland Garros,Clay,128,G,20160522,MS047,104542,6,,Jo-Wilfried Tsonga,R,188,FRA,31,7,3355,104571,,,Marcos Baghdatis,R,178,CYP,30,38,1067,67(6) 36 63 62 62,5,R64,206,5,5,147,95,70,26,23,6,17,11,3,148,81,60,28,23,10,9
2016-520,Roland Garros,Clay,128,G,20160522,MS048,105683,8,,Milos Raonic,R,196,CAN,25,9,2785,105173,,,Adrian Mannarino,L,180,FRA,27,63,780,61 76(0) 61,5,R64,96,7,1,85,54,41,22,14,0,7,4,3,70,45,30,9,12,3,0
2016-520,Roland Garros,Clay,128,G,20160522,MS049,105413,,LL,Andrej Martin,R,180,SVK,,,,106298,29,,Lucas Pouille,R,185,FRA,22,31,1266,63 75 63,5,R64,135,1,2,115,76,50,22,15,10,8,3,4,93,48,29,20,15,2,12
2016-520,Roland Garros,Clay,128,G,20160522,MS050,106058,23,,Jack Sock,R,191,USA,23,25,1505,104460,,,Dustin Brown,R,196,GER,,,,63 76(5) 62,5,R64,110,6,5,97,59,53,11,14,4,15,4,2,106,74,46,11,15,9,6
2016-520,Roland Garros,Clay,128,G,20160522,MS051,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,53,878,105477,,,Marco Trungelliti,R,178,ARG,,,,63 64 75,5,R64,169,4,2,121,74,45,27,16,7,21,3,3,122,76,45,22,15,15,10
2016-520,Roland Garros,Clay,128,G,20160522,MS052,104468,16,,Gilles Simon,R,183,FRA,31,18,1945,105550,,,Guido Pella,L,185,ARG,25,54,869,46 16 75 76(4) 64,5,R64,272,9,4,194,117,78,32,25,11,17,2,2,165,115,76,27,26,10,19
2016-520,Roland Garros,Clay,128,G,20160522,MS053,104678,22,,Viktor Troicki,R,193,SRB,30,24,1535,105583,,,Dusan Lajovic,R,183,SRB,25,75,730,67(4) 63 60 (RET),5,R64,123,2,1,94,56,40,22,14,5,10,5,3,94,61,35,16,13,4,7
2016-520,Roland Garros,Clay,128,G,20160522,MS054,104871,30,,Jeremy Chardy,R,188,FRA,29,32,1265,106361,,,Adam Pavlasek,R,185,CZE,,,,64 62 64,5,R64,91,8,2,67,45,40,16,14,0,10,5,4,84,55,42,12,14,6,0
2016-520,Roland Garros,Clay,128,G,20160522,MS055,104527,3,,Stan Wawrinka,R,183,SUI,31,4,6110,106121,,,Taro Daniel,R,191,JPN,23,91,614,76(7) 63 64,5,R64,127,12,1,93,59,48,21,15,2,17,7,2,121,76,50,24,16,13,3
2016-520,Roland Garros,Clay,128,G,20160522,MS056,105453,5,,Kei Nishikori,R,178,JPN,26,6,4470,105723,,,Andrey Kuznetsov,R,185,RUS,25,40,1050,63 63 63,5,R64,108,2,1,93,59,43,18,14,7,8,4,3,79,41,25,18,13,2,9
2016-520,Roland Garros,Clay,128,G,20160522,MS057,104269,,,Fernando Verdasco,L,185,ESP,32,56,855,104471,,,Ivan Dodig,R,183,CRO,31,79,708,62 61 63,5,R64,100,5,0,67,52,40,11,12,5,17,5,1,75,49,25,14,12,10,6
2016-520,Roland Garros,Clay,128,G,20160522,MS058,106401,17,,Nick Kyrgios,R,193,AUS,21,19,1875,104997,,,Igor Sijsling,R,191,NED,,,,63 62 61,5,R64,70,11,0,67,45,36,15,12,1,13,4,4,78,39,26,14,12,7,1
2016-520,Roland Garros,Clay,128,G,20160522,MS059,104755,9,,Richard Gasquet,R,185,FRA,29,10,2725,106216,,,Bjorn Fratangelo,R,183,USA,,,,61 76(3) 63,5,R64,130,2,1,87,55,40,23,15,1,11,2,2,97,49,30,25,13,7,2
2016-520,Roland Garros,Clay,128,G,20160522,MS060,104545,15,,John Isner,R,208,USA,31,17,2010,106378,,,Kyle Edmund,R,188,GBR,21,84,689,64 64 64,5,R64,106,18,4,79,49,42,20,15,3,9,7,2,90,51,36,21,15,6,3
2016-520,Roland Garros,Clay,128,G,20160522,MS061,104559,,,Teymuraz Gabashvili,R,188,RUS,30,80,706,105332,19,,Benoit Paire,R,196,FRA,27,21,1641,63 62 36 62,5,R64,142,6,3,112,58,46,26,17,10,22,8,5,126,64,38,30,17,15,13
2016-520,Roland Garros,Clay,128,G,20160522,MS062,103333,27,,Ivo Karlovic,R,211,CRO,37,29,1280,111442,,,Jordan Thompson,R,183,AUS,22,92,608,67(2) 63 76(3) 67(4) 1210,5,R64,271,41,10,217,145,120,36,34,9,11,12,4,204,132,108,37,33,8,10
2016-520,Roland Garros,Clay,128,G,20160522,MS063,104918,2,,Andy Murray,R,191,GBR,29,2,8435,106288,,,Mathias Bourgue,R,188,FRA,,,,62 26 46 62 63,5,R64,214,3,4,139,82,56,27,22,9,16,5,4,136,96,62,20,21,9,14
2016-520,Roland Garros,Clay,128,G,20160522,MS064,104925,1,,Novak Djokovic,R,188,SRB,28,1,16150,104229,,,Yen-Hsun Lu,R,180,TPE,32,100,585,64 61 61,5,R128,90,1,1,64,45,34,14,12,0,14,2,4,84,58,28,11,12,7,1
2016-520,Roland Garros,Clay,128,G,20160522,MS065,104327,,Q,Steve Darcis,R,178,BEL,,,,104947,,,Marsel Ilhan,R,191,TUR,,,,63 64 60,5,R128,99,6,1,85,53,41,18,13,6,7,1,2,70,34,24,13,12,1,7
2016-520,Roland Garros,Clay,128,G,20160522,MS066,105379,,,Aljaz Bedene,R,183,GBR,26,66,765,105589,,,Gerald Melzer,L,188,AUT,,,,46 63 64 64,5,R128,137,13,3,102,65,55,20,20,0,8,3,1,112,85,60,12,19,4,2
2016-520,Roland Garros,Clay,128,G,20160522,MS067,105807,,,Pablo Carreno Busta,R,188,ESP,24,43,995,105643,31,,Federico Delbonis,L,191,ARG,25,33,1210,76(3) 67(4) 64 64,5,R128,208,6,1,140,98,67,23,22,6,18,4,5,158,91,57,35,22,12,10
2016-520,Roland Garros,Clay,128,G,20160522,MS068,106071,20,,Bernard Tomic,R,196,AUS,23,22,1625,104548,,,Brian Baker,R,191,USA,,,,63 64 64,5,R128,100,14,2,96,58,43,23,15,8,7,5,5,92,57,38,16,14,3,9
2016-520,Roland Garros,Clay,128,G,20160522,MS069,106432,,,Borna Coric,R,185,CRO,19,44,980,126203,,,Taylor Fritz,R,193,USA,18,72,744,63 61 63,5,R128,104,5,1,63,39,32,15,12,0,20,7,2,106,64,36,17,13,13,1
2016-520,Roland Garros,Clay,128,G,20160522,MS070,103908,,,Paul-Henri Mathieu,R,185,FRA,34,67,761,105053,,,Santiago Giraldo,R,188,COL,,,,64 67(2) 64 16 63,5,R128,243,6,9,177,121,77,26,24,13,22,16,5,175,111,76,29,24,16,18
2016-520,Roland Garros,Clay,128,G,20160522,MS071,105138,14,,Roberto Bautista Agut,R,183,ESP,28,16,2015,104098,,,Dmitry Tursunov,R,185,RUS,,,,63 63 61,5,R128,84,5,3,69,48,35,12,13,0,10,2,1,74,44,26,11,12,3,2
2016-520,Roland Garros,Clay,128,G,20160522,MS072,103970,11,,David Ferrer,R,175,ESP,34,12,2650,105539,,,Evgeny Donskoy,R,185,RUS,26,78,713,61 62 60,5,R128,86,1,5,68,39,32,16,11,1,11,1,1,72,33,18,14,10,4,1
2016-520,Roland Garros,Clay,128,G,20160522,MS073,104338,,,Juan Monaco,R,185,ARG,32,87,665,104797,,,Denis Istomin,R,188,UZB,29,64,771,36 64 63 75,5,R128,160,1,1,125,98,65,13,20,9,12,8,2,121,79,56,13,20,6,13
2016-520,Roland Garros,Clay,128,G,20160522,MS074,103607,,,Victor Estrella Burgos,R,173,DOM,35,88,655,105011,,,Illya Marchenko,R,185,UKR,28,69,751,75 64 63,5,R128,146,4,0,103,71,45,20,16,9,15,6,6,103,48,35,19,15,8,13
