tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-429,Stockholm,Hard,28,A,20161017,MS018,104460,,,Dustin Brown,R,196,GER,31,74,722,104180,,,Gilles Muller,L,193,LUX,33,37,1120,46 63 63,3,R32,97,4,2,79,53,39,15,14,3,9,12,4,81,48,32,20,14,5,5
2016-429,Stockholm,Hard,28,A,20161017,MS019,106058,6,,Jack Sock,R,191,USA,24,23,1675,104291,,,Malek Jaziri,R,185,TUN,32,57,813,36 63 76(5),3,R32,137,8,4,96,57,45,19,15,8,15,8,4,112,66,48,21,15,12,11
2016-429,Stockholm,Hard,28,A,20161017,MS021,105173,,,Adrian Mannarino,L,180,FRA,28,53,846,105385,,,Donald Young,L,183,USA,27,82,676,75 64,3,R32,89,3,5,71,42,31,14,11,7,8,0,1,64,38,23,15,11,4,9
2016-429,Stockholm,Hard,28,A,20161017,MS022,104735,,Q,Tobias Kamke,R,178,GER,,,,111200,,,Elias Ymer,R,183,SWE,,,,64 60,3,R32,65,2,2,51,35,23,11,8,3,5,2,3,49,28,14,7,8,0,4
2016-429,Stockholm,Hard,28,A,20161017,MS023,105430,,,Radu Albot,R,175,MDA,,,,105449,5,,Steve Johnson,R,188,USA,26,24,1645,63 64,3,R32,80,2,1,64,39,28,17,10,3,6,4,4,60,29,23,15,9,4,3
2016-429,Stockholm,Hard,28,A,20161017,MS024,105223,,WC,Juan Martin del Potro,R,198,ARG,28,63,770,104545,7,,John Isner,R,208,USA,31,27,1430,64 76(6),3,R32,90,9,2,67,50,38,12,11,0,5,15,1,70,56,43,6,11,4,0
2016-429,Stockholm,Hard,28,A,20161017,MS025,104597,,,Nicolas Almagro,R,183,ESP,31,41,1019,105216,,,Yuichi Sugita,R,,JPN,28,86,671,36 76(1) 63,3,R32,139,17,4,100,59,44,22,14,7,9,2,5,125,78,55,20,16,7,8
2016-429,Stockholm,Hard,28,A,20161017,MS026,144707,,WC,Mikael Ymer,R,183,SWE,,,,104269,,,Fernando Verdasco,L,185,ESP,32,44,1000,62 61,3,R32,70,1,0,48,35,25,7,7,3,9,2,1,65,41,21,10,8,4,3
2016-429,Stockholm,Hard,28,A,20161017,MS028,104731,,,Kevin Anderson,R,203,RSA,30,48,895,104571,8,,Marcos Baghdatis,R,178,CYP,31,35,1185,26 64 62,3,R32,106,9,3,76,44,31,16,13,1,8,7,1,76,47,30,11,13,3,5
2016-429,Stockholm,Hard,28,A,20161017,MS029,105992,,Q,Ryan Harrison,R,185,USA,,,,106361,,,Adam Pavlasek,R,185,CZE,22,89,662,63 75,3,R32,80,5,2,72,38,31,17,11,5,6,6,3,68,42,29,12,10,3,6
2016-429,Stockholm,Hard,28,A,20161017,MS030,105132,,Q,Jurgen Zopp,R,191,EST,,,,103794,,,Benjamin Becker,R,178,GER,,,,63 64,3,R32,66,11,2,50,35,31,11,10,1,5,4,1,61,45,29,7,9,3,1
2016-438,Moscow,Hard,28,A,20161017,MS001,105807,6,,Pablo Carreno Busta,R,188,ESP,25,36,1155,104926,,,Fabio Fognini,R,178,ITA,29,50,885,46 63 62,3,F,116,6,1,85,51,35,18,14,3,7,1,6,86,49,33,12,13,2,6
2016-438,Moscow,Hard,28,A,20161017,MS002,105807,6,,Pablo Carreno Busta,R,188,ESP,25,36,1155,103565,,,Stephane Robert,R,185,FRA,36,52,851,63 76(2),3,SF,86,7,0,72,42,34,18,11,1,6,5,2,80,46,31,20,10,5,1
2016-438,Moscow,Hard,28,A,20161017,MS003,104926,,,Fabio Fognini,R,178,ITA,29,50,885,104259,3,,Philipp Kohlschreiber,R,178,GER,33,32,1315,61 76(2),3,SF,76,4,2,67,36,28,16,9,0,9,6,1,58,38,23,11,10,5,1
2016-438,Moscow,Hard,28,A,20161017,MS004,105807,6,,Pablo Carreno Busta,R,188,ESP,25,36,1155,122330,,,Alexander Bublik,R,193,KAZ,,,,64 26 76(1),3,QF,118,2,0,92,59,39,18,15,4,8,7,7,99,57,45,13,15,5,8
2016-438,Moscow,Hard,28,A,20161017,MS005,103565,,,Stephane Robert,R,185,FRA,36,52,851,106421,,,Daniil Medvedev,R,198,RUS,,,,75 06 64,3,QF,117,2,7,106,58,34,18,14,10,10,5,2,77,44,26,14,14,4,17
2016-438,Moscow,Hard,28,A,20161017,MS006,104259,3,,Philipp Kohlschreiber,R,178,GER,33,32,1315,105064,,,Thomaz Bellucci,L,188,BRA,28,62,771,64 62,3,QF,76,7,1,51,29,22,15,9,0,6,3,5,58,36,22,11,9,3,0
2016-438,Moscow,Hard,28,A,20161017,MS007,104926,,,Fabio Fognini,R,178,ITA,29,50,885,105077,2,,Albert Ramos-Vinolas,L,188,ESP,28,31,1365,62 62,3,QF,76,0,3,48,22,14,15,8,3,12,0,3,57,27,15,8,8,6,5
2016-438,Moscow,Hard,28,A,20161017,MS008,122330,,Q,Alexander Bublik,R,193,KAZ,,,,105138,1,,Roberto Bautista Agut,R,183,ESP,28,13,2505,62 75,3,R16,77,5,3,71,46,32,8,10,6,12,2,3,63,45,25,5,10,6,9
2016-438,Moscow,Hard,28,A,20161017,MS009,105807,6,,Pablo Carreno Busta,R,188,ESP,25,36,1155,106000,,,Damir Dzumhur,R,175,BIH,24,95,639,63 21 (RET),3,R16,42,5,0,34,21,16,9,6,0,4,1,0,34,25,17,3,6,2,0
2016-438,Moscow,Hard,28,A,20161017,MS010,106421,,Q,Daniil Medvedev,R,198,RUS,,,,104678,4,,Viktor Troicki,R,193,SRB,30,28,1385,36 63 61,3,R16,109,3,4,82,50,36,14,12,7,14,7,0,85,55,33,17,13,9,9
2016-438,Moscow,Hard,28,A,20161017,MS011,103565,,,Stephane Robert,R,185,FRA,36,52,851,104586,,,Lukas Rosol,R,196,CZE,31,93,645,75 61,3,R16,78,5,6,57,35,25,9,9,2,11,3,1,77,45,22,14,10,5,4
2016-438,Moscow,Hard,28,A,20161017,MS012,105064,,,Thomaz Bellucci,L,188,BRA,28,62,771,105723,8,,Andrey Kuznetsov,R,185,RUS,25,45,995,63 36 63,3,R16,113,2,1,83,52,39,18,14,4,6,6,3,85,54,38,15,13,4,5
2016-438,Moscow,Hard,28,A,20161017,MS013,104259,3,,Philipp Kohlschreiber,R,178,GER,33,32,1315,105583,,,Dusan Lajovic,R,183,SRB,26,78,707,75 36 63,3,R16,134,7,2,97,66,46,18,15,5,10,5,2,109,75,50,18,15,7,7
2016-438,Moscow,Hard,28,A,20161017,MS014,104926,,,Fabio Fognini,R,178,ITA,29,50,885,103893,7,,Paolo Lorenzi,R,183,ITA,34,38,1100,75 46 61,3,R16,133,3,3,87,44,31,27,15,2,10,5,4,96,46,34,20,14,5,5
2016-438,Moscow,Hard,28,A,20161017,MS015,105077,2,,Albert Ramos-Vinolas,L,188,ESP,28,31,1365,105539,,,Evgeny Donskoy,R,185,RUS,,,,64 67(4) 64,3,R16,172,6,2,109,62,49,25,16,5,11,10,5,125,66,45,30,16,8,6
2016-438,Moscow,Hard,28,A,20161017,MS017,122330,,Q,Alexander Bublik,R,193,KAZ,,,,104505,,,Konstantin Kravchuk,R,191,RUS,31,79,707,16 63 63,3,R32,95,2,7,75,38,28,18,12,8,7,6,1,81,56,32,17,13,3,11
2016-438,Moscow,Hard,28,A,20161017,MS018,106000,,,Damir Dzumhur,R,175,BIH,24,95,639,111575,,,Karen Khachanov,R,198,RUS,20,58,808,36 76(5) 64,3,R32,134,2,5,117,75,48,20,15,8,6,9,3,102,67,45,18,16,2,12
2016-438,Moscow,Hard,28,A,20161017,MS019,105807,6,,Pablo Carreno Busta,R,188,ESP,25,36,1155,103781,,,Jurgen Melzer,L,183,AUT,,,,36 63 76(2),3,R32,136,7,4,106,66,46,18,15,3,12,5,4,107,71,45,16,15,8,7
2016-438,Moscow,Hard,28,A,20161017,MS021,106421,,Q,Daniil Medvedev,R,198,RUS,,,,105062,,,Mikhail Kukushkin,R,183,KAZ,28,90,654,64 40 (RET),3,R32,59,8,1,42,32,25,3,7,2,10,0,2,48,19,9,13,7,6,3
2016-438,Moscow,Hard,28,A,20161017,MS022,104586,,,Lukas Rosol,R,196,CZE,31,93,645,105589,,,Gerald Melzer,L,188,AUT,26,71,728,75 62,3,R32,64,5,0,51,36,29,9,10,0,7,0,2,53,42,25,7,10,3,1
2016-438,Moscow,Hard,28,A,20161017,MS023,103565,,,Stephane Robert,R,185,FRA,36,52,851,104719,,,Marcel Granollers,R,191,ESP,30,39,1081,52 (RET),3,R32,28,0,0,18,12,9,4,3,1,2,0,0,21,15,8,3,4,0,1
2016-438,Moscow,Hard,28,A,20161017,MS024,105723,8,,Andrey Kuznetsov,R,185,RUS,25,45,995,105550,,,Guido Pella,L,185,ARG,26,56,816,63 57 62,3,R32,129,5,3,94,52,37,21,14,6,12,7,0,102,53,35,22,15,6,9
2016-438,Moscow,Hard,28,A,20161017,MS025,105064,,,Thomaz Bellucci,L,188,BRA,28,62,771,117356,,,Cem Ilkel,R,185,TUR,,,,75 61,3,R32,86,4,3,58,33,24,10,9,2,11,1,3,64,36,17,10,10,4,5
2016-438,Moscow,Hard,28,A,20161017,MS026,105583,,,Dusan Lajovic,R,183,SRB,26,78,707,104386,,,Janko Tipsarevic,R,175,SRB,,,,76(4) 64,3,R32,96,3,0,63,45,33,13,11,0,4,3,2,72,47,34,11,11,2,1
2016-438,Moscow,Hard,28,A,20161017,MS028,103893,7,,Paolo Lorenzi,R,183,ITA,34,38,1100,105943,,,Federico Gaio,R,180,ITA,,,,64 64,3,R32,90,1,0,64,42,28,11,10,4,12,0,3,64,40,24,6,10,7,7
2016-438,Moscow,Hard,28,A,20161017,MS029,104926,,,Fabio Fognini,R,178,ITA,29,50,885,105575,,,Ricardas Berankis,R,175,LTU,26,84,675,61 62,3,R32,58,0,1,42,22,19,13,8,0,10,0,4,58,30,17,11,7,6,0
2016-438,Moscow,Hard,28,A,20161017,MS030,105539,,,Evgeny Donskoy,R,185,RUS,,,,106234,,,Aslan Karatsev,R,,RUS,,,,63 51 (RET),3,R32,62,3,0,35,25,20,8,8,0,10,1,1,51,32,20,6,7,6,1
2016-7485,Antwerp,Hard,28,A,20161017,MS001,104755,3,,Richard Gasquet,R,185,FRA,30,19,1950,106043,,,Diego Schwartzman,R,170,ARG,24,77,712,76(4) 61,3,F,89,1,3,62,33,29,16,10,1,6,3,2,60,40,27,8,9,3,2
2016-7485,Antwerp,Hard,28,A,20161017,MS002,106043,,,Diego Schwartzman,R,170,ARG,24,77,712,105676,1,,David Goffin,R,180,BEL,25,12,2780,75 26 75,3,SF,143,1,3,95,58,38,14,16,2,12,6,7,110,61,43,18,16,6,8
2016-7485,Antwerp,Hard,28,A,20161017,MS003,104755,3,,Richard Gasquet,R,185,FRA,30,19,1950,106378,,,Kyle Edmund,R,188,GBR,21,43,1001,36 75 62,3,SF,124,5,2,79,42,32,21,14,2,12,5,3,93,49,32,24,15,8,4
2016-7485,Antwerp,Hard,28,A,20161017,MS004,105676,1,,David Goffin,R,180,BEL,25,12,2780,105657,,,Marius Copil,R,193,ROU,,,,57 61 63,3,QF,124,2,5,92,49,35,24,14,3,18,14,5,103,53,36,21,14,13,5
2016-7485,Antwerp,Hard,28,A,20161017,MS005,106043,,,Diego Schwartzman,R,170,ARG,24,77,712,104655,4,,Pablo Cuevas,R,180,URU,30,22,1700,76(8) 63,3,QF,104,3,3,84,52,38,11,10,4,9,6,2,79,48,31,13,11,5,6
2016-7485,Antwerp,Hard,28,A,20161017,MS006,104755,3,,Richard Gasquet,R,185,FRA,30,19,1950,105526,,,Jan-Lennard Struff,R,196,GER,26,98,624,62 64,3,QF,75,3,1,47,23,17,18,9,3,10,6,4,62,33,25,8,9,6,4
2016-7485,Antwerp,Hard,28,A,20161017,MS007,106378,,,Kyle Edmund,R,188,GBR,21,43,1001,104312,,,Andreas Seppi,R,191,ITA,32,100,620,63 64,3,QF,68,5,1,55,30,25,17,10,1,2,4,1,47,29,22,9,9,0,1
2016-7485,Antwerp,Hard,28,A,20161017,MS008,105676,1,,David Goffin,R,180,BEL,25,12,2780,104252,,,Florian Mayer,R,191,GER,33,55,823,75 64,3,R16,75,4,5,59,33,25,13,11,0,9,3,1,58,34,22,9,11,4,3
2016-7485,Antwerp,Hard,28,A,20161017,MS009,105657,,Q,Marius Copil,R,193,ROU,,,,104327,,,Steve Darcis,R,178,BEL,,,,76(3) 62,3,R16,83,10,0,58,38,30,13,10,1,5,3,3,64,25,17,20,10,2,2
2016-7485,Antwerp,Hard,28,A,20161017,MS010,104655,4,,Pablo Cuevas,R,180,URU,30,22,1700,106075,,,Jozef Kovalik,R,183,SVK,,,,64 76(4),3,R16,86,11,1,66,43,36,11,11,2,6,4,3,71,47,32,12,11,4,3
2016-7485,Antwerp,Hard,28,A,20161017,MS011,106043,,,Diego Schwartzman,R,170,ARG,24,77,712,126203,,,Taylor Fritz,R,193,USA,18,70,729,64 64,3,R16,73,3,2,56,31,24,17,10,1,4,7,3,65,40,29,12,10,2,1
2016-7485,Antwerp,Hard,28,A,20161017,MS012,105526,,,Jan-Lennard Struff,R,196,GER,26,98,624,104468,5,,Gilles Simon,R,183,FRA,31,25,1585,64 64,3,R16,75,2,2,53,21,16,15,10,0,11,3,4,65,35,21,12,10,6,3
2016-7485,Antwerp,Hard,28,A,20161017,MS013,104755,3,,Richard Gasquet,R,185,FRA,30,19,1950,105438,,,Inigo Cervantes,R,183,ESP,26,80,685,62 64,3,R16,73,3,1,52,26,24,14,9,0,8,3,3,59,23,15,17,9,5,0
2016-7485,Antwerp,Hard,28,A,20161017,MS014,104312,,,Andreas Seppi,R,191,ITA,32,100,620,104898,,,Robin Haase,R,191,NED,29,60,805,75 75,3,R16,80,1,3,64,38,26,17,12,1,8,7,2,70,36,29,13,12,4,3
2016-7485,Antwerp,Hard,28,A,20161017,MS015,106378,,,Kyle Edmund,R,188,GBR,21,43,1001,103970,2,,David Ferrer,R,175,ESP,34,15,2455,61 36 76(3),3,R16,124,5,7,89,53,41,16,14,7,14,2,2,102,71,42,16,14,9,11
2016-7485,Antwerp,Hard,28,A,20161017,MS017,104252,,,Florian Mayer,R,191,GER,33,55,823,103990,,,Tommy Robredo,R,180,ESP,,,,62 62,3,R32,70,7,1,46,23,18,14,8,1,11,1,3,65,42,20,9,8,6,2
2016-7485,Antwerp,Hard,28,A,20161017,MS018,104327,,WC,Steve Darcis,R,178,BEL,,,,105332,,,Benoit Paire,R,196,FRA,27,42,1005,67(6) 61 64,3,R32,118,3,5,95,49,36,25,14,5,15,9,3,106,55,31,26,15,8,8
2016-7485,Antwerp,Hard,28,A,20161017,MS019,105657,,Q,Marius Copil,R,193,ROU,,,,105311,6,,Joao Sousa,R,185,POR,27,33,1235,46 63 63,3,R32,108,9,3,86,45,32,24,14,5,4,1,1,80,49,33,18,14,0,7
2016-7485,Antwerp,Hard,28,A,20161017,MS021,106075,,Q,Jozef Kovalik,R,183,SVK,,,,104198,,,Guillermo Garcia-Lopez,R,185,ESP,33,76,715,63 63,3,R32,74,2,0,54,39,25,12,9,1,7,3,3,52,29,18,9,9,3,2
2016-7485,Antwerp,Hard,28,A,20161017,MS022,126203,,,Taylor Fritz,R,193,USA,18,70,729,106167,,,Joris De Loore,R,191,BEL,,,,36 64 64,3,R32,113,14,1,89,55,44,14,15,4,8,14,5,99,60,45,17,14,5,7
2016-7485,Antwerp,Hard,28,A,20161017,MS023,106043,,,Diego Schwartzman,R,170,ARG,24,77,712,103917,7,,Nicolas Mahut,R,191,FRA,34,40,1057,76(2) 75,3,R32,99,3,3,72,41,27,19,12,1,4,2,2,69,35,26,13,12,0,4
2016-7485,Antwerp,Hard,28,A,20161017,MS024,104468,5,,Gilles Simon,R,183,FRA,31,25,1585,120424,,,Yannick Maden,R,185,GER,,,,63 62,3,R32,72,1,2,41,22,17,13,8,1,6,0,5,65,30,16,15,9,1,2
2016-7485,Antwerp,Hard,28,A,20161017,MS025,105526,,,Jan-Lennard Struff,R,196,GER,26,98,624,104022,,,Mikhail Youzhny,R,183,RUS,34,49,890,67(3) 63 60,3,R32,158,11,4,120,56,39,30,13,14,22,3,6,110,57,30,23,14,14,17
2016-7485,Antwerp,Hard,28,A,20161017,MS026,105438,,,Inigo Cervantes,R,183,ESP,26,80,685,103582,,,Michael Berrer,L,193,GER,,,,61 36 61,3,R32,91,13,5,78,31,25,29,12,2,6,2,1,63,39,25,10,11,2,3
2016-7485,Antwerp,Hard,28,A,20161017,MS028,104312,,,Andreas Seppi,R,191,ITA,32,100,620,105643,8,,Federico Delbonis,L,191,ARG,26,47,970,76(7) 57 63,3,R32,162,3,4,128,64,49,29,17,12,12,13,6,117,70,46,24,16,8,16
2016-7485,Antwerp,Hard,28,A,20161017,MS029,104898,,,Robin Haase,R,191,NED,29,60,805,103908,,,Paul-Henri Mathieu,R,185,FRA,34,64,751,64 62,3,R32,69,12,2,62,35,28,15,9,5,5,2,4,58,22,18,16,9,2,5
2016-7485,Antwerp,Hard,28,A,20161017,MS030,106378,,,Kyle Edmund,R,188,GBR,21,43,1001,105011,,,Illya Marchenko,R,185,UKR,29,65,749,76(7) 76(5),3,R32,126,6,3,82,46,32,23,12,4,9,5,13,103,57,46,15,12,7,6
2016-328,Basel,Hard,32,A,20161024,MS001,105227,4,,Marin Cilic,R,198,CRO,28,12,2690,105453,3,,Kei Nishikori,R,178,JPN,26,5,4650,61 76(5),3,F,98,6,1,62,31,25,20,10,3,11,3,2,71,44,31,10,9,9,3
2016-328,Basel,Hard,32,A,20161024,MS002,105227,4,,Marin Cilic,R,198,CRO,28,12,2690,104999,,,Mischa Zverev,L,191,GER,29,72,730,46 75 63,3,SF,130,16,2,93,59,45,21,16,6,5,4,1,90,53,37,22,15,3,7
2016-328,Basel,Hard,32,A,20161024,MS003,105453,3,,Kei Nishikori,R,178,JPN,26,5,4650,104180,,,Gilles Muller,L,193,LUX,33,37,1095,46 76(3) 63,3,SF,135,8,3,102,66,46,24,16,4,5,20,4,86,56,47,14,15,3,6
2016-328,Basel,Hard,32,A,20161024,MS004,104999,,Q,Mischa Zverev,L,191,GER,29,72,730,104527,1,,Stan Wawrinka,R,183,SUI,31,3,5820,62 57 61,3,QF,112,3,1,76,46,37,15,13,4,10,1,2,97,58,37,16,14,4,6
2016-328,Basel,Hard,32,A,20161024,MS005,105227,4,,Marin Cilic,R,198,CRO,28,12,2690,104719,,,Marcel Granollers,R,191,ESP,30,39,1081,63 63,3,QF,66,6,2,47,23,20,16,9,0,6,2,1,53,32,21,10,9,3,0
2016-328,Basel,Hard,32,A,20161024,MS006,105453,3,,Kei Nishikori,R,178,JPN,26,5,4650,105223,,,Juan Martin del Potro,R,198,ARG,28,42,1020,75 64,3,QF,113,7,1,68,41,35,14,11,8,10,14,5,80,46,36,14,11,8,8
2016-328,Basel,Hard,32,A,20161024,MS007,104180,,,Gilles Muller,L,193,LUX,33,37,1095,105643,,,Federico Delbonis,L,191,ARG,26,48,960,67(4) 64 76(3),3,QF,165,25,6,105,67,54,20,17,1,8,6,8,125,70,49,29,17,5,3
2016-328,Basel,Hard,32,A,20161024,MS008,104527,1,,Stan Wawrinka,R,183,SUI,31,3,5820,105385,,,Donald Young,L,183,USA,27,83,676,76(4) 67(3) 64,3,R16,137,16,1,101,64,51,23,17,4,7,0,4,113,68,56,22,17,5,5
2016-328,Basel,Hard,32,A,20161024,MS009,104999,,Q,Mischa Zverev,L,191,GER,29,72,730,105550,,,Guido Pella,L,185,ARG,26,59,816,64 62,3,R16,67,5,3,53,41,33,6,9,2,5,2,3,57,39,23,11,9,2,2
2016-328,Basel,Hard,32,A,20161024,MS010,105227,4,,Marin Cilic,R,198,CRO,28,12,2690,105807,,,Pablo Carreno Busta,R,188,ESP,25,32,1360,60 76(4),3,R16,86,10,3,61,33,27,17,9,2,6,2,2,64,39,24,11,9,3,2
2016-328,Basel,Hard,32,A,20161024,MS011,104719,,,Marcel Granollers,R,191,ESP,30,39,1081,106058,8,,Jack Sock,R,191,USA,24,22,1675,63 61,3,R16,56,10,0,45,32,28,6,8,2,6,2,4,49,27,14,8,8,2,2
2016-328,Basel,Hard,32,A,20161024,MS012,105223,,WC,Juan Martin del Potro,R,198,ARG,28,42,1020,105676,5,,David Goffin,R,180,BEL,25,11,2795,75 63,3,R16,90,7,4,67,45,36,11,11,4,4,6,3,59,34,29,8,10,2,4
2016-328,Basel,Hard,32,A,20161024,MS013,105453,3,,Kei Nishikori,R,178,JPN,26,5,4650,103893,,,Paolo Lorenzi,R,183,ITA,34,38,1095,76(3) 62,3,R16,98,3,1,58,35,29,17,10,0,9,2,3,71,30,19,25,10,7,0
2016-328,Basel,Hard,32,A,20161024,MS014,104180,,,Gilles Muller,L,193,LUX,33,37,1095,104252,,,Florian Mayer,R,191,GER,33,55,843,63 62,3,R16,63,15,2,49,30,29,9,9,0,5,3,4,53,28,20,10,8,2,0
2016-328,Basel,Hard,32,A,20161024,MS015,105643,,,Federico Delbonis,L,191,ARG,26,48,960,105575,,,Ricardas Berankis,R,175,LTU,26,91,655,67(4) 76(3) 63,3,R16,152,12,3,103,59,39,31,17,2,11,4,6,121,68,51,20,16,7,5
2016-328,Basel,Hard,32,A,20161024,MS016,104527,1,,Stan Wawrinka,R,183,SUI,31,3,5820,103843,,,Marco Chiudinelli,R,185,SUI,,,,67(1) 61 64,3,R32,151,16,3,112,68,50,23,15,4,7,2,4,94,49,40,18,14,3,5
2016-328,Basel,Hard,32,A,20161024,MS017,105385,,Q,Donald Young,L,183,USA,27,83,676,105011,,,Illya Marchenko,R,185,UKR,29,66,749,64 62,3,R32,67,2,4,54,32,22,14,9,1,5,3,1,53,42,22,6,9,1,2
2016-328,Basel,Hard,32,A,20161024,MS018,104999,,Q,Mischa Zverev,L,191,GER,29,72,730,126203,,,Taylor Fritz,R,193,USA,18,73,729,76(4) 60,3,R32,76,12,4,64,37,31,13,9,1,7,5,1,64,34,23,13,9,4,1
2016-328,Basel,Hard,32,A,20161024,MS019,105550,,,Guido Pella,L,185,ARG,26,59,816,104755,7,,Richard Gasquet,R,185,FRA,30,16,2110,62 21 (RET),3,R32,36,10,0,29,18,16,7,5,3,3,0,2,28,20,12,2,6,0,3
2016-328,Basel,Hard,32,A,20161024,MS020,105227,4,,Marin Cilic,R,198,CRO,28,12,2690,104022,,,Mikhail Youzhny,R,183,RUS,34,51,890,64 62,3,R32,67,11,1,49,27,23,16,9,1,5,0,0,50,28,20,11,9,2,1
2016-328,Basel,Hard,32,A,20161024,MS021,105807,,,Pablo Carreno Busta,R,188,ESP,25,32,1360,104269,,,Fernando Verdasco,L,185,ESP,32,45,1000,75 63,3,R32,87,5,0,60,35,26,15,10,2,13,5,2,85,47,31,13,11,9,3
2016-328,Basel,Hard,32,A,20161024,MS022,104719,,,Marcel Granollers,R,191,ESP,30,39,1081,105967,,,Henri Laaksonen,R,185,SUI,,,,63 36 62,3,R32,106,6,2,70,38,28,17,13,1,7,2,5,75,35,24,19,13,2,4
2016-328,Basel,Hard,32,A,20161024,MS023,106058,8,,Jack Sock,R,191,USA,24,22,1675,105173,,,Adrian Mannarino,L,180,FRA,28,53,846,63 63,3,R32,68,4,2,52,35,28,11,9,5,9,4,5,63,34,22,14,9,6,5
2016-328,Basel,Hard,32,A,20161024,MS024,105676,5,,David Goffin,R,180,BEL,25,11,2795,104571,,,Marcos Baghdatis,R,178,CYP,31,36,1115,64 76(4),3,R32,98,6,4,70,45,38,16,11,4,3,7,6,70,32,29,18,11,2,4
2016-328,Basel,Hard,32,A,20161024,MS025,105223,,WC,Juan Martin del Potro,R,198,ARG,28,42,1020,104898,,,Robin Haase,R,191,NED,29,64,780,63 64,3,R32,82,6,0,56,33,24,13,10,1,4,5,4,54,23,16,14,9,0,3
2016-328,Basel,Hard,32,A,20161024,MS026,103893,,,Paolo Lorenzi,R,183,ITA,34,38,1095,103917,,,Nicolas Mahut,R,191,FRA,34,41,1057,64 76(4),3,R32,101,7,6,73,41,33,19,11,3,4,4,6,73,41,30,16,11,2,4
2016-328,Basel,Hard,32,A,20161024,MS027,105453,3,,Kei Nishikori,R,178,JPN,26,5,4650,105583,,,Dusan Lajovic,R,183,SRB,26,77,711,75 61,3,R32,78,4,4,62,36,30,14,10,1,6,1,1,51,24,15,15,9,3,1
2016-328,Basel,Hard,32,A,20161024,MS028,104180,,,Gilles Muller,L,193,LUX,33,37,1095,105777,6,,Grigor Dimitrov,R,191,BUL,25,18,2035,67(9) 64 64,3,R32,142,15,7,100,56,48,27,16,9,5,15,3,98,54,45,23,16,2,10
2016-328,Basel,Hard,32,A,20161024,MS029,104252,,,Florian Mayer,R,191,GER,33,55,843,105332,,,Benoit Paire,R,196,FRA,27,44,1005,61 67(2) 64,3,R32,98,6,0,84,53,41,19,14,5,13,10,8,99,42,35,24,15,8,6
2016-328,Basel,Hard,32,A,20161024,MS030,105643,,,Federico Delbonis,L,191,ARG,26,48,960,105723,,,Andrey Kuznetsov,R,185,RUS,25,47,970,64 64,3,R32,65,3,0,53,32,26,15,10,2,2,1,4,52,23,20,15,10,0,2
2016-328,Basel,Hard,32,A,20161024,MS031,105575,,Q,Ricardas Berankis,R,175,LTU,26,91,655,105683,2,,Milos Raonic,R,196,CAN,25,4,4690,36 63 63,3,R32,110,1,2,71,38,29,21,13,1,5,13,4,87,54,41,13,14,2,2
2016-337,Vienna,Hard,32,A,20161024,MS001,104918,1,,Andy Murray,R,191,GBR,29,2,10485,104542,6,,Jo-Wilfried Tsonga,R,188,FRA,31,15,2160,63 76(6),3,F,110,5,2,62,37,29,18,11,0,8,5,5,79,41,30,17,10,6,1
2016-337,Vienna,Hard,32,A,20161024,MS003,104542,6,,Jo-Wilfried Tsonga,R,188,FRA,31,15,2160,103333,8,,Ivo Karlovic,R,211,CRO,37,23,1670,57 75 76(6),3,SF,155,7,3,110,66,49,27,18,4,7,22,12,108,59,48,24,18,4,7
2016-337,Vienna,Hard,32,A,20161024,MS004,104918,1,,Andy Murray,R,191,GBR,29,2,10485,104545,,,John Isner,R,208,USA,31,27,1385,61 63,3,QF,75,2,3,44,23,20,14,8,3,9,7,0,52,34,21,5,8,5,3
2016-337,Vienna,Hard,32,A,20161024,MS005,103970,5,,David Ferrer,R,175,ESP,34,19,2000,104678,,,Viktor Troicki,R,193,SRB,30,28,1385,63 36 75,3,QF,153,6,4,102,66,46,18,15,6,9,12,6,116,67,50,18,15,6,8
2016-337,Vienna,Hard,32,A,20161024,MS006,104542,6,,Jo-Wilfried Tsonga,R,188,FRA,31,15,2160,105077,,,Albert Ramos-Vinolas,L,188,ESP,28,26,1390,62 76(5),3,QF,91,10,7,69,41,35,13,10,5,6,1,2,60,33,23,16,10,3,6
2016-337,Vienna,Hard,32,A,20161024,MS007,103333,8,,Ivo Karlovic,R,211,CRO,37,23,1670,111575,,,Karen Khachanov,R,198,RUS,20,63,791,67(5) 76(5) 63,3,QF,141,29,6,112,69,60,24,17,3,3,17,9,109,62,54,25,16,2,3
2016-337,Vienna,Hard,32,A,20161024,MS008,104918,1,,Andy Murray,R,191,GBR,29,2,10485,104468,,,Gilles Simon,R,183,FRA,31,24,1560,46 62 62,3,R16,161,5,7,98,44,32,23,13,8,11,0,3,97,56,25,18,13,3,13
